               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 109,            0.033334,            0.055397,           0.0034567,              0.2373,             0.47655,             0.19749,             0.11227,            0.029298,            0.042843,           0.0053215,            0.006436,            0.006436,            0.006436
                 110,             0.03292,            0.053634,           0.0032783,             0.23092,             0.48279,             0.18828,             0.11128,              0.0283,            0.043256,           0.0044909,            0.006403,            0.006403,            0.006403
                 111,            0.032722,            0.052403,           0.0034408,             0.25281,             0.44703,             0.20416,             0.11337,            0.029761,            0.042065,            0.006487,             0.00637,             0.00637,             0.00637
                 112,            0.032949,            0.056457,           0.0033129,             0.24099,             0.45713,             0.21288,             0.12417,            0.029697,            0.042455,           0.0057376,            0.006337,            0.006337,            0.006337
                 113,            0.033126,            0.053295,           0.0036421,             0.24266,             0.44941,             0.20261,             0.11679,            0.029204,            0.042235,           0.0047149,            0.006304,            0.006304,            0.006304
                 114,            0.033192,            0.054115,           0.0029929,             0.23695,             0.48018,               0.194,             0.11243,             0.02887,            0.042974,           0.0047272,            0.006271,            0.006271,            0.006271
                 115,            0.030955,            0.050602,           0.0033666,             0.22651,             0.48435,              0.1984,             0.11843,            0.027893,            0.043576,           0.0045855,            0.006238,            0.006238,            0.006238
                 116,            0.032319,            0.052599,           0.0034668,             0.24376,             0.48062,             0.20373,             0.11556,            0.028723,            0.045768,           0.0046124,            0.006205,            0.006205,            0.006205
                 117,            0.031424,            0.053028,           0.0033013,             0.24153,             0.51854,             0.21255,             0.12501,            0.028386,            0.043413,           0.0048362,            0.006172,            0.006172,            0.006172
                 118,            0.032114,            0.054099,           0.0032844,             0.24415,              0.5019,             0.20499,             0.11539,            0.028236,            0.045622,           0.0047014,            0.006139,            0.006139,            0.006139
                 119,            0.033258,            0.053283,           0.0033303,             0.22689,             0.52774,             0.20686,             0.12904,            0.028171,            0.047504,           0.0050863,            0.006106,            0.006106,            0.006106
                 120,            0.033345,            0.049887,           0.0032821,             0.23836,              0.5029,             0.20772,             0.11497,            0.028542,            0.043237,           0.0045177,            0.006073,            0.006073,            0.006073
                 121,            0.031278,             0.05299,           0.0031513,             0.23919,             0.51844,             0.19967,             0.11283,            0.028972,            0.045329,            0.005192,             0.00604,             0.00604,             0.00604
                 122,            0.031438,            0.052223,           0.0032126,             0.23184,             0.50853,             0.20861,              0.1148,            0.029037,            0.043339,           0.0064007,            0.006007,            0.006007,            0.006007
                 123,             0.03235,            0.056042,            0.003035,             0.22514,             0.48945,             0.19587,             0.11756,            0.027761,            0.045294,           0.0046282,            0.005974,            0.005974,            0.005974
                 124,            0.031168,            0.051116,           0.0033328,             0.22801,             0.50884,             0.20076,             0.11135,            0.027822,            0.045136,           0.0044329,            0.005941,            0.005941,            0.005941
                 125,            0.031641,            0.051853,           0.0031191,              0.2321,             0.46923,             0.19954,             0.11279,            0.028032,            0.047186,           0.0045839,            0.005908,            0.005908,            0.005908
                 126,            0.032184,            0.052885,           0.0031478,             0.22769,             0.49281,             0.19736,             0.11674,            0.027659,            0.043653,           0.0045403,            0.005875,            0.005875,            0.005875
                 127,            0.031367,            0.053826,           0.0029479,             0.23593,              0.4677,             0.19982,              0.1197,            0.027942,            0.044555,           0.0044982,            0.005842,            0.005842,            0.005842
                 128,            0.030741,            0.052484,            0.003085,             0.24427,             0.47579,             0.21351,             0.11894,             0.02875,            0.047707,           0.0044047,            0.005809,            0.005809,            0.005809
                 129,            0.029426,            0.052046,            0.003187,             0.24643,             0.48302,             0.20659,             0.11772,            0.028328,            0.046757,           0.0043446,            0.005776,            0.005776,            0.005776
                 130,            0.031784,            0.055957,           0.0030528,             0.25817,             0.45397,             0.21414,             0.12276,            0.028818,            0.043211,           0.0046448,            0.005743,            0.005743,            0.005743
                 131,            0.031497,             0.05398,            0.003095,             0.24067,             0.50044,             0.20763,             0.12368,             0.02891,            0.046981,            0.004342,             0.00571,             0.00571,             0.00571
                 132,            0.031908,            0.050668,           0.0029864,             0.24161,             0.46865,             0.20784,              0.1195,            0.028687,            0.045779,           0.0043531,            0.005677,            0.005677,            0.005677
                 133,            0.031351,            0.051068,           0.0030442,             0.22717,             0.48441,             0.18916,             0.11036,             0.02869,            0.045652,           0.0042858,            0.005644,            0.005644,            0.005644
                 134,            0.029951,            0.049009,           0.0032136,             0.21567,             0.50805,             0.18896,             0.10699,            0.028857,            0.047169,           0.0042625,            0.005611,            0.005611,            0.005611
                 135,             0.03151,            0.051081,           0.0030147,             0.24262,             0.45019,             0.19072,             0.10972,            0.028745,            0.046309,           0.0046232,            0.005578,            0.005578,            0.005578
                 136,             0.03101,            0.048508,             0.00327,             0.25036,              0.4579,             0.19935,             0.11691,            0.027699,            0.044494,           0.0043059,            0.005545,            0.005545,            0.005545
                 137,            0.031266,            0.050499,           0.0031593,             0.23977,             0.40461,             0.18764,             0.10944,            0.027828,            0.046592,           0.0047508,            0.005512,            0.005512,            0.005512
                 138,            0.030758,            0.053236,           0.0032104,             0.23567,             0.45935,             0.20169,             0.11956,            0.027606,            0.045133,           0.0047352,            0.005479,            0.005479,            0.005479
                 139,            0.030191,             0.04761,           0.0029063,             0.22736,             0.46267,             0.20032,             0.11351,            0.028422,             0.04597,           0.0044879,            0.005446,            0.005446,            0.005446
                 140,            0.030299,            0.051151,           0.0032377,             0.23712,             0.47954,             0.19933,             0.11527,            0.027904,            0.043066,           0.0045279,            0.005413,            0.005413,            0.005413
                 141,            0.029698,            0.049936,           0.0029771,             0.22589,             0.46447,              0.1884,             0.10908,            0.028448,            0.046512,           0.0046062,             0.00538,             0.00538,             0.00538
                 142,            0.030111,            0.052484,           0.0030404,             0.22332,             0.49212,             0.19608,             0.11579,            0.027199,            0.046132,           0.0042742,            0.005347,            0.005347,            0.005347
                 143,            0.030325,            0.049042,           0.0028695,             0.23141,              0.5119,             0.20646,             0.11672,            0.027771,            0.045639,           0.0045062,            0.005314,            0.005314,            0.005314
                 144,            0.031427,            0.048952,           0.0027889,             0.22011,             0.45272,             0.19385,             0.11306,            0.027965,            0.046941,           0.0043655,            0.005281,            0.005281,            0.005281
                 145,            0.029557,            0.049616,           0.0031363,             0.24081,             0.46919,             0.20114,             0.11445,             0.02805,            0.046757,           0.0043262,            0.005248,            0.005248,            0.005248
                 146,            0.029756,            0.051588,           0.0029914,             0.24741,             0.44028,             0.19666,             0.11413,            0.027226,            0.048643,           0.0045331,            0.005215,            0.005215,            0.005215
                 147,            0.029782,            0.049456,           0.0027359,             0.24097,             0.43707,             0.19025,             0.10595,            0.028046,            0.049794,           0.0042452,            0.005182,            0.005182,            0.005182
                 148,            0.030541,            0.047698,           0.0028242,              0.2249,             0.45536,             0.18874,             0.11264,            0.027936,            0.048178,           0.0051142,            0.005149,            0.005149,            0.005149
                 149,            0.029462,            0.052296,           0.0029186,             0.24397,             0.48155,             0.20065,             0.11286,            0.028556,            0.046786,            0.004762,            0.005116,            0.005116,            0.005116
                 150,            0.029216,             0.04834,           0.0030465,             0.23769,             0.42194,             0.19565,             0.11627,            0.027749,            0.049229,           0.0043592,            0.005083,            0.005083,            0.005083
                 151,                0.03,            0.049971,           0.0029615,             0.23946,             0.41784,             0.20619,             0.11451,            0.028104,            0.045408,           0.0043424,             0.00505,             0.00505,             0.00505
                 152,            0.029666,             0.05138,           0.0027232,             0.23973,             0.44355,             0.19311,             0.11088,            0.027758,            0.047569,           0.0046043,            0.005017,            0.005017,            0.005017
                 153,            0.029507,            0.049043,           0.0027247,             0.25167,             0.42561,             0.19656,             0.11324,            0.027765,            0.048224,           0.0045644,            0.004984,            0.004984,            0.004984
                 154,            0.029802,            0.047883,           0.0027796,             0.23876,             0.48212,             0.20553,             0.12093,            0.027123,            0.046813,           0.0046097,            0.004951,            0.004951,            0.004951
                 155,            0.030168,            0.050847,           0.0031729,              0.2534,             0.43021,             0.20561,             0.11921,            0.028735,             0.04767,            0.004707,            0.004918,            0.004918,            0.004918
                 156,            0.029829,             0.04702,           0.0029073,             0.23898,             0.41728,             0.19023,              0.1117,            0.028234,            0.048743,           0.0044998,            0.004885,            0.004885,            0.004885
                 157,            0.029426,            0.048925,           0.0026719,             0.23252,             0.45292,             0.19496,             0.11502,            0.027546,            0.046276,           0.0045899,            0.004852,            0.004852,            0.004852
                 158,             0.02909,            0.048457,           0.0028023,              0.2355,             0.44465,             0.19221,             0.11445,            0.028007,            0.049109,           0.0047034,            0.004819,            0.004819,            0.004819
                 159,            0.028668,            0.045787,           0.0027477,             0.24883,             0.45474,              0.2001,             0.11517,             0.02896,            0.048636,           0.0049312,            0.004786,            0.004786,            0.004786
                 160,            0.029431,            0.051272,           0.0028148,             0.23738,             0.44142,             0.19929,             0.11323,              0.0275,            0.052808,           0.0045277,            0.004753,            0.004753,            0.004753
                 161,             0.02897,            0.049388,           0.0027814,             0.22484,             0.42291,             0.18584,             0.10662,            0.027198,            0.049442,           0.0046925,             0.00472,             0.00472,             0.00472
                 162,            0.029162,            0.046873,           0.0027174,             0.24473,             0.43734,             0.18907,             0.10902,             0.02839,            0.049365,           0.0043336,            0.004687,            0.004687,            0.004687
                 163,            0.028943,            0.047924,           0.0027392,             0.22655,             0.41855,             0.17741,             0.10473,            0.027992,            0.050028,           0.0043871,            0.004654,            0.004654,            0.004654
                 164,            0.029493,            0.048556,           0.0026493,             0.23909,             0.41459,             0.18459,             0.10581,            0.028762,             0.05236,            0.004306,            0.004621,            0.004621,            0.004621
                 165,            0.029596,            0.045034,           0.0029051,             0.22572,             0.40517,             0.18481,             0.10761,            0.027654,            0.048684,           0.0044113,            0.004588,            0.004588,            0.004588
                 166,            0.029076,            0.046645,           0.0025557,              0.2384,             0.39455,             0.18654,             0.11072,            0.027966,            0.046812,           0.0048523,            0.004555,            0.004555,            0.004555
                 167,            0.028812,            0.046671,           0.0028305,             0.24425,             0.41125,             0.19246,             0.11252,            0.028546,             0.04918,            0.004465,            0.004522,            0.004522,            0.004522
                 168,            0.028365,            0.046601,           0.0027159,             0.22971,             0.45654,             0.18795,             0.11113,            0.027501,            0.047241,           0.0044392,            0.004489,            0.004489,            0.004489
                 169,            0.029424,            0.047248,           0.0026927,             0.23406,             0.41409,             0.19139,             0.11357,            0.027259,             0.04795,           0.0043973,            0.004456,            0.004456,            0.004456
                 170,            0.028572,            0.044566,           0.0026138,             0.23605,              0.4313,             0.18586,             0.10795,            0.027927,            0.048379,           0.0045881,            0.004423,            0.004423,            0.004423
                 171,            0.029455,            0.048036,            0.003136,              0.2409,             0.41477,             0.18551,             0.10944,             0.02768,            0.050307,           0.0044641,             0.00439,             0.00439,             0.00439
                 172,            0.027881,            0.046426,           0.0026301,             0.23959,              0.4305,             0.17888,             0.10464,            0.027416,            0.049065,           0.0043275,            0.004357,            0.004357,            0.004357
                 173,            0.027448,            0.046872,           0.0024361,             0.23316,             0.40691,             0.18346,              0.1085,            0.026948,            0.049479,           0.0043331,            0.004324,            0.004324,            0.004324
                 174,             0.02819,             0.04486,            0.002504,             0.23084,             0.42561,             0.18302,             0.10642,            0.028119,            0.049559,           0.0047422,            0.004291,            0.004291,            0.004291
                 175,            0.029115,            0.045319,           0.0027527,              0.2384,             0.43246,             0.19045,             0.11111,            0.028816,            0.049233,           0.0047682,            0.004258,            0.004258,            0.004258
                 176,            0.028211,            0.045458,           0.0028108,             0.23686,             0.42844,             0.18528,             0.10859,             0.02812,            0.048912,           0.0045616,            0.004225,            0.004225,            0.004225
                 177,            0.028558,            0.047635,           0.0026243,             0.23569,             0.43636,             0.18214,             0.10544,            0.028647,            0.049169,            0.004576,            0.004192,            0.004192,            0.004192
                 178,            0.027675,            0.046639,           0.0025237,             0.25326,              0.4163,             0.19124,             0.11518,            0.027548,            0.048018,           0.0044675,            0.004159,            0.004159,            0.004159
                 179,            0.028226,            0.048514,           0.0025721,             0.23021,             0.44602,              0.1867,             0.10726,            0.027826,            0.049541,           0.0046811,            0.004126,            0.004126,            0.004126
                 180,              0.0276,            0.046111,           0.0026717,             0.25296,               0.398,             0.18482,             0.11075,            0.027909,            0.048464,           0.0045575,            0.004093,            0.004093,            0.004093
                 181,            0.028002,             0.04763,           0.0026432,             0.24351,             0.43415,             0.19276,             0.10811,            0.028372,            0.048675,           0.0046617,             0.00406,             0.00406,             0.00406
                 182,            0.029356,            0.045569,           0.0023072,             0.24932,             0.38072,              0.1765,             0.10117,            0.027719,            0.049879,           0.0050531,            0.004027,            0.004027,            0.004027
                 183,            0.027836,            0.047035,           0.0025512,             0.24842,             0.42145,             0.18533,             0.10783,            0.027322,            0.052972,           0.0046033,            0.003994,            0.003994,            0.003994
                 184,            0.027647,            0.045665,           0.0029044,             0.23789,             0.44207,               0.182,             0.10304,            0.029051,            0.050908,           0.0043931,            0.003961,            0.003961,            0.003961
                 185,            0.028019,            0.046296,           0.0023049,             0.24014,             0.42973,             0.18615,             0.10901,            0.028041,            0.049772,           0.0046847,            0.003928,            0.003928,            0.003928
                 186,            0.028422,            0.042844,           0.0025413,             0.25204,             0.44621,             0.19765,             0.11226,            0.028463,            0.048404,           0.0046028,            0.003895,            0.003895,            0.003895
                 187,            0.027663,            0.044771,           0.0029562,             0.25121,             0.43865,              0.1906,             0.11146,            0.027757,            0.048102,           0.0044645,            0.003862,            0.003862,            0.003862
                 188,            0.027726,            0.048299,           0.0023871,             0.26997,             0.38575,             0.20453,             0.12204,            0.027606,            0.049375,           0.0046056,            0.003829,            0.003829,            0.003829
                 189,            0.028065,            0.046192,           0.0026912,             0.25708,             0.40604,             0.19054,             0.10906,            0.027454,             0.04945,           0.0047765,            0.003796,            0.003796,            0.003796
                 190,            0.027645,            0.043466,           0.0024994,             0.25138,             0.41515,             0.18985,             0.11073,            0.027782,            0.050444,           0.0048387,            0.003763,            0.003763,            0.003763
                 191,            0.027376,            0.045061,           0.0025894,             0.25291,             0.40351,             0.18745,             0.11143,            0.028962,            0.049744,           0.0049474,             0.00373,             0.00373,             0.00373
                 192,            0.027063,             0.04256,           0.0027867,             0.26126,             0.37936,             0.18302,               0.108,            0.028685,            0.049935,           0.0046712,            0.003697,            0.003697,            0.003697
                 193,            0.027621,            0.044598,            0.002777,             0.25171,             0.39143,             0.18306,             0.10656,             0.02832,            0.050016,           0.0046062,            0.003664,            0.003664,            0.003664
                 194,            0.026893,            0.042774,           0.0025237,             0.24317,              0.4008,             0.18644,             0.10924,             0.02784,             0.05187,           0.0045335,            0.003631,            0.003631,            0.003631
                 195,            0.026678,            0.044284,           0.0023875,             0.22873,             0.43333,             0.18392,             0.10717,            0.028127,            0.050681,           0.0046887,            0.003598,            0.003598,            0.003598
                 196,            0.027703,            0.043066,           0.0024628,             0.24363,             0.39042,             0.17878,             0.10709,            0.028239,            0.051108,           0.0047699,            0.003565,            0.003565,            0.003565
                 197,            0.027024,             0.04489,           0.0025329,             0.22727,             0.41646,             0.18189,             0.10912,            0.028224,            0.051788,           0.0052433,            0.003532,            0.003532,            0.003532
                 198,            0.027262,            0.042648,           0.0023677,             0.23162,             0.41651,             0.18327,             0.10866,            0.027636,            0.051292,           0.0048798,            0.003499,            0.003499,            0.003499
                 199,            0.027637,            0.044703,           0.0024951,             0.23169,             0.45474,             0.18764,             0.10793,            0.026998,            0.049635,            0.004498,            0.003466,            0.003466,            0.003466
                 200,            0.027624,            0.045908,           0.0021747,             0.23794,             0.44653,             0.19223,             0.11208,             0.02789,            0.049246,           0.0050271,            0.003433,            0.003433,            0.003433
                 201,            0.025833,            0.041403,           0.0025209,             0.23127,             0.41583,             0.18574,             0.11147,            0.027166,             0.05196,           0.0045207,              0.0034,              0.0034,              0.0034
                 202,            0.026994,            0.041729,           0.0026668,             0.21704,              0.4764,             0.18963,             0.11644,            0.027854,            0.050323,           0.0044788,            0.003367,            0.003367,            0.003367
                 203,            0.026601,            0.044606,            0.002442,             0.24918,             0.41597,             0.18972,             0.11471,            0.027502,            0.049968,           0.0043754,            0.003334,            0.003334,            0.003334
                 204,            0.026925,            0.041632,           0.0025632,             0.24112,             0.40633,              0.1886,             0.11084,            0.028331,            0.050112,           0.0047329,            0.003301,            0.003301,            0.003301
                 205,            0.027842,            0.043366,           0.0024439,             0.23558,             0.43647,             0.18282,             0.10833,            0.028076,             0.05166,           0.0046484,            0.003268,            0.003268,            0.003268
                 206,            0.027465,            0.044854,            0.002722,             0.22912,             0.43724,             0.18217,             0.10773,            0.027894,            0.053647,           0.0048801,            0.003235,            0.003235,            0.003235
                 207,            0.026533,            0.043435,           0.0023145,             0.23577,             0.42478,             0.19354,             0.11494,            0.028655,            0.050669,            0.004962,            0.003202,            0.003202,            0.003202
                 208,            0.027671,            0.040704,           0.0022518,               0.239,             0.40917,             0.18293,             0.10783,            0.028273,             0.05153,           0.0050067,            0.003169,            0.003169,            0.003169
                 209,            0.026511,            0.043813,           0.0024841,             0.24256,             0.41846,             0.18374,              0.1074,            0.028521,             0.05229,           0.0048151,            0.003136,            0.003136,            0.003136
                 210,            0.027312,            0.043084,           0.0022958,             0.22872,             0.45634,             0.18809,             0.11491,            0.027122,            0.053096,           0.0048168,            0.003103,            0.003103,            0.003103
                 211,            0.026551,            0.043152,            0.002216,             0.24226,              0.3781,             0.17433,             0.10445,            0.027513,            0.053223,           0.0048867,             0.00307,             0.00307,             0.00307
                 212,            0.027297,            0.043526,           0.0025195,             0.24449,             0.37807,              0.1858,             0.11212,            0.027698,            0.052869,           0.0052165,            0.003037,            0.003037,            0.003037
                 213,            0.026215,             0.04164,           0.0023052,             0.21968,             0.43668,             0.17925,             0.10849,            0.027879,            0.052483,            0.005142,            0.003004,            0.003004,            0.003004
                 214,            0.026762,            0.040983,           0.0024628,             0.23658,             0.37838,              0.1814,             0.10798,            0.028122,            0.052273,           0.0052639,            0.002971,            0.002971,            0.002971
                 215,             0.02693,            0.044518,            0.002081,              0.2288,             0.48011,              0.1901,             0.11421,            0.026762,            0.054527,            0.004875,            0.002938,            0.002938,            0.002938
                 216,            0.026989,            0.042889,           0.0020259,             0.23888,             0.42251,             0.18495,             0.10923,            0.027906,            0.051515,           0.0051488,            0.002905,            0.002905,            0.002905
                 217,            0.026261,            0.043353,            0.002455,             0.23171,             0.45689,             0.18132,             0.10779,            0.027674,            0.052233,           0.0049037,            0.002872,            0.002872,            0.002872
                 218,             0.02574,            0.041288,           0.0023188,             0.24451,             0.40655,             0.18008,             0.10641,            0.027236,            0.056074,           0.0048681,            0.002839,            0.002839,            0.002839
                 219,            0.025345,            0.043193,           0.0023073,             0.25584,             0.39226,             0.18639,             0.11236,            0.027825,            0.053659,           0.0047187,            0.002806,            0.002806,            0.002806
